Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integration/0/3.14159,275,0,19000.0,27478.899477091032,391.64300000993535,96649.50359999784,142.0,1.5401444173275294,0.0,19000,23000,46000,56000,70000,83000,89000,91000,97000,97000,97000
,Aggregated,275,0,19000.0,27478.899477091032,391.64300000993535,96649.50359999784,142.0,1.5401444173275294,0.0,19000,23000,46000,56000,70000,83000,89000,91000,97000,97000,97000
