Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1668174306,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1668174307,1,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,1,0,877.3742000048514,877.3742000048514,877.3742000048514,877.3742000048514,179.0
1668174308,2,,Aggregated,0.000000,0.000000,880,880,880,880,880,880,880,880,880,880,880,2,0,680.0,778.2206499978201,679.0670999907888,877.3742000048514,179.0
1668174309,3,,Aggregated,0.000000,0.000000,680,880,880,1200,1200,1200,1200,1200,1200,1200,1200,5,0,680.0,817.4581800005399,664.1117999970447,1194.356299994979,179.0
1668174310,5,,Aggregated,0.500000,0.000000,680,680,880,880,1200,1200,1200,1200,1200,1200,1200,6,0,680.0,795.2083166649876,664.1117999970447,1194.356299994979,179.0
1668174311,6,,Aggregated,1.333333,0.000000,680,880,1200,2300,2400,2400,2400,2400,2400,2400,2400,9,0,680.0,1126.2814000009612,654.6234000124969,2363.7982000072952,179.0
1668174312,7,,Aggregated,1.333333,0.000000,880,1200,2300,2300,2300,2400,2400,2400,2400,2400,2400,11,0,880.0,1224.1735545420934,654.6234000124969,2363.7982000072952,179.0
1668174313,8,,Aggregated,1.600000,0.000000,1200,1800,2000,2300,2300,2400,2400,2400,2400,2400,2400,14,0,1100.0,1362.5009857122288,654.6234000124969,2363.7982000072952,179.0
1668174314,9,,Aggregated,1.600000,0.000000,1800,2000,2100,2100,2300,2400,2400,2400,2400,2400,2400,16,0,1200.0,1448.2379812488944,654.6234000124969,2363.7982000072952,179.0
1668174315,10,,Aggregated,1.857143,0.000000,1800,2100,2300,2300,2400,2800,4700,4700,4700,4700,4700,21,0,1800.0,1764.8481952367417,654.6234000124969,4718.616099999053,179.0
1668174316,11,,Aggregated,2.000000,0.000000,1800,2100,2300,2300,2400,2800,4700,4700,4700,4700,4700,22,0,1800.0,1742.2924090893832,654.6234000124969,4718.616099999053,179.0
1668174317,12,,Aggregated,1.888889,0.000000,1800,2000,2200,2300,2400,2800,4700,4700,4700,4700,4700,25,0,1800.0,1705.0925799983088,654.6234000124969,4718.616099999053,179.0
1668174318,13,,Aggregated,2.100000,0.000000,1800,2000,2300,2300,4300,4400,4700,4700,4700,4700,4700,30,0,1600.0,1834.1017499973532,654.6234000124969,4718.616099999053,179.0
1668174319,14,,Aggregated,2.400000,0.000000,1600,2000,2300,2300,4300,4700,5300,5300,5300,5300,5300,34,0,1400.0,1888.8134205857675,654.6234000124969,5345.575300016208,179.0
1668174320,15,,Aggregated,2.700000,0.000000,1600,2000,2300,2400,4700,5300,5400,5400,5400,5400,5400,39,0,1600.0,2047.90555384422,654.6234000124969,5410.85290000774,179.0
1668174321,16,,Aggregated,2.600000,0.000000,1700,2100,2300,2400,4700,5300,6000,6000,6000,6000,6000,41,0,1700.0,2137.749741461537,654.6234000124969,6043.300499994075,179.0
1668174322,17,,Aggregated,2.900000,0.000000,1700,2100,2300,2800,5200,5400,6000,6000,6000,6000,6000,45,0,1700.0,2185.223884442045,654.6234000124969,6043.300499994075,179.0
1668174323,18,,Aggregated,3.100000,0.000000,1700,2200,2400,2800,5300,6000,6300,6300,6300,6300,6300,47,0,1700.0,2252.275878721427,654.6234000124969,6317.553400003817,179.0
1668174324,19,,Aggregated,3.100000,0.000000,1800,2300,2800,4400,5300,6000,6300,6500,6500,6500,6500,51,0,1800.0,2419.934158822334,654.6234000124969,6459.943399997428,179.0
1668174325,20,,Aggregated,3.200000,0.000000,1800,2300,4400,4700,6000,6500,6600,7300,7300,7300,7300,55,0,1800.0,2615.984252725982,654.6234000124969,7274.868199980119,179.0
1668174326,21,,Aggregated,3.100000,0.000000,2000,2800,4500,4700,6000,6600,7200,7300,7300,7300,7300,60,0,2000.0,2783.888789999279,654.6234000124969,7274.868199980119,179.0
1668174327,22,,Aggregated,3.400000,0.000000,2100,2800,4400,4700,6000,6500,7200,7300,7300,7300,7300,64,0,2000.0,2758.694046875007,654.6234000124969,7274.868199980119,179.0
1668174328,23,,Aggregated,3.400000,0.000000,2200,3200,4400,4700,6300,7200,7500,7800,7800,7800,7800,69,0,2200.0,2908.959133333722,654.6234000124969,7840.430500014918,179.0
1668174329,24,,Aggregated,3.600000,0.000000,2200,3200,4400,4700,6000,7200,7500,7800,7800,7800,7800,71,0,2200.0,2898.0934718315502,654.6234000124969,7840.430500014918,179.0
1668174330,25,,Aggregated,3.600000,0.000000,2300,4000,4500,4700,6500,7300,7800,8200,8200,8200,8200,79,0,2300.0,3024.3351835443614,654.6234000124969,8150.078600010602,179.0
1668174331,26,,Aggregated,3.900000,0.000000,2400,4100,4600,4900,6600,7300,8200,8800,8800,8800,8800,84,0,2400.0,3171.641983333324,654.6234000124969,8797.064300015336,179.0
1668174332,27,,Aggregated,3.700000,0.000000,2400,4000,4600,4800,6600,7300,8200,8800,8800,8800,8800,88,0,2400.0,3145.061298863518,654.6234000124969,8797.064300015336,179.0
1668174334,28,,Aggregated,4.100000,0.000000,2500,4100,4600,4900,6600,7800,8300,8800,8800,8800,8800,93,0,2500.0,3258.2753591398427,654.6234000124969,8797.064300015336,179.0
1668174335,29,,Aggregated,4.200000,0.000000,2500,4100,4700,5100,6600,7800,8300,8800,8800,8800,8800,98,0,2400.0,3249.279435713923,654.6234000124969,8797.064300015336,179.0
1668174336,30,,Aggregated,4.300000,0.000000,2500,4300,4900,5300,6800,7900,8800,9500,9800,9800,9800,103,0,2500.0,3393.8291689318276,654.6234000124969,9795.256500015967,179.0
1668174337,31,,Aggregated,4.600000,0.000000,2700,4400,5100,5400,7300,8300,9300,9500,9800,9800,9800,107,0,2700.0,3522.352947663379,654.6234000124969,9795.256500015967,179.0
1668174338,32,,Aggregated,4.800000,0.000000,2800,4600,5200,5400,7300,8300,9300,9500,9800,9800,9800,111,0,2800.0,3606.752545044491,654.6234000124969,9795.256500015967,179.0
1668174339,33,,Aggregated,4.800000,0.000000,2800,4700,5200,5500,7500,8800,9300,9500,9800,9800,9800,119,0,2800.0,3664.4354277305565,654.6234000124969,9795.256500015967,179.0
1668174340,34,,Aggregated,4.600000,0.000000,3100,4700,5200,5400,7300,8300,9300,9500,9800,9800,9800,124,0,2900.0,3677.4263758059296,654.6234000124969,9795.256500015967,179.0
1668174341,35,,Aggregated,5.000000,0.000000,3200,4800,5200,5700,7800,8900,9500,9700,9800,9800,9800,129,0,3200.0,3770.25431395299,654.6234000124969,9795.256500015967,179.0
1668174342,36,,Aggregated,5.200000,0.000000,3400,4900,5300,5700,7800,8900,9700,9800,10000,10000,10000,137,0,3400.0,3856.216022627297,654.6234000124969,10298.24840000947,179.0
1668174343,37,,Aggregated,5.200000,0.000000,3500,4900,5300,5700,7800,8900,9800,10000,11000,11000,11000,141,0,3500.0,3908.3801574465497,654.6234000124969,10751.979199994821,179.0
1668174344,38,,Aggregated,5.100000,0.000000,3500,4900,5300,5800,8000,9300,10000,11000,11000,11000,11000,147,0,3500.0,3980.1312503398976,654.6234000124969,11405.83129998413,179.0
1668174345,39,,Aggregated,5.300000,0.000000,4000,4900,5300,6000,8000,9300,10000,11000,11000,11000,11000,153,0,4000.0,4066.631641176535,654.6234000124969,11405.83129998413,179.0
